project_id,mp_id,state_ut,constituency,district,block_or_urban,gram_panchayat_or_ward,village_or_locality,work_description,work_category,estimated_cost_inr,sanctioned_cost_inr,sanction_date,start_date,expected_completion_date,actual_completion_date,status,physical_completion_percentage,latitude,longitude,implementing_agency_id,ground_truth_label,anomaly_scenario
PRJ000865,MP00096,Chhattisgarh,RAIPUR,Raipur,Raipur Block,Mahihalli Gram Panchayat,Mahihalli,"Provision of hand pumps/bore-well for drinking water in Mahihalli, Raipur district",DRINKING_WATER,1383300,1352800,2025-03-13,2025-04-21,2025-09-11,,ONGOING,40,23.67264,79.42396,SYN_AGENCY_068,NORMAL,NORMAL
PRJ000866,MP00096,Chhattisgarh,RAIPUR,Raipur,Raipur Urban Local Body,Ward No. 33,Indra Colony,"Construction of public community building at Indra Colony, Raipur district",PUBLIC_BUILDING,2162400,2063500,2024-07-02,2024-09-02,2025-05-13,2025-05-15,COMPLETED,100,23.67382,79.3941,SYN_AGENCY_011,NORMAL,NORMAL
PRJ000867,MP00096,Chhattisgarh,RAIPUR,Raipur,Raipur Block,Rajabad Gram Panchayat,Rajabad,"Black-topping/upgradation of village road in Rajabad, Raipur district",ROAD,2432900,2301000,2025-01-11,2025-03-03,2025-09-26,,ONGOING,54,23.72553,79.52918,SYN_AGENCY_021,NORMAL,NORMAL
PRJ000868,MP00096,Chhattisgarh,RAIPUR,Raipur,Raipur Block,Deeppura Gram Panchayat,Deeppura,"Installation of solar street lights in Deeppura, Raipur district",STREET_LIGHTING,494600,495000,2024-07-01,2024-09-17,2025-01-14,,DELAYED,23,23.60621,79.37743,SYN_AGENCY_035,ANOMALOUS,LOW_UTILIZATION
PRJ000869,MP00096,Chhattisgarh,RAIPUR,Raipur,Raipur Urban Local Body,Ward No. 19,Amar Vihar,"Construction of community sanitation complex in Amar Vihar, Raipur district",SANITATION,1223500,1668100,2025-04-16,2025-07-15,2025-11-01,,SANCTIONED,0,23.68825,79.5072,SYN_AGENCY_049,ANOMALOUS,COST_OVERRUN
PRJ000870,MP00096,Chhattisgarh,RAIPUR,Raipur,Raipur Block,Deeppura Gram Panchayat,Deeppura,"Black-topping/upgradation of village road in Deeppura, Raipur district",ROAD,3614800,3610000,2024-11-18,2025-01-18,2025-08-03,,ONGOING,76,23.68044,79.38225,SYN_AGENCY_053,NORMAL,NORMAL
PRJ000871,MP00096,Chhattisgarh,RAIPUR,Raipur,Raipur Block,Prempalli Gram Panchayat,Prempalli,"Construction of sports infrastructure facility at Prempalli, Raipur district",SPORTS_INFRASTRUCTURE,1922700,1873400,2025-04-17,2025-07-13,2026-01-04,2025-06-30,COMPLETED,37,23.59866,79.49527,SYN_AGENCY_077,ANOMALOUS,FINANCIAL_PHYSICAL_MISMATCH
PRJ000872,MP00096,Chhattisgarh,RAIPUR,Raipur,Raipur Block,Jaioli Gram Panchayat,Jaioli,"Provision of hand pumps/bore-well for drinking water in Jaioli, Raipur district",DRINKING_WATER,1923300,1927000,2025-02-18,2025-04-24,2025-10-09,,ONGOING,34,23.69475,79.49267,SYN_AGENCY_024,NORMAL,NORMAL
PRJ000873,MP00096,Chhattisgarh,RAIPUR,Raipur,Raipur Block,Narmadaoli Gram Panchayat,Narmadaoli,"Black-topping/upgradation of village road in Narmadaoli, Raipur district",ROAD,2595900,2495600,2024-11-04,2025-01-08,2025-06-21,2025-06-07,COMPLETED,100,23.64236,79.385,SYN_AGENCY_079,NORMAL,NORMAL
PRJ000874,MP00097,Madhya Pradesh,CHHINDWARA,Chhindwara,Chhindwara Block,Rajabad Gram Panchayat,Rajabad,"Construction of concrete road at Rajabad, Chhindwara district",ROAD,1536300,1457900,2024-07-01,2024-07-29,2024-12-07,,DELAYED,14,25.27944,81.06808,SYN_AGENCY_024,ANOMALOUS,LOW_UTILIZATION
PRJ000875,MP00097,Madhya Pradesh,CHHINDWARA,Chhindwara,Chhindwara Block,Vijaypura Gram Panchayat,Vijaypura,"Augmentation of piped water supply network in Vijaypura, Chhindwara district",WATER_SUPPLY,1695000,1640700,2024-10-08,2024-12-15,2025-04-23,2025-04-08,COMPLETED,100,25.21757,81.09109,SYN_AGENCY_012,NORMAL,NORMAL
PRJ000876,MP00097,Madhya Pradesh,CHHINDWARA,Chhindwara,Chhindwara Urban Local Body,Ward No. 39,Bal Vihar,"Construction of Community Centre at Bal Vihar, Chhindwara district",COMMUNITY_HALL,2346300,2301100,2024-07-01,2024-09-18,2025-03-19,,DELAYED,64,25.22795,81.07575,SYN_AGENCY_011,ANOMALOUS,PROJECT_DELAY
PRJ000877,MP00097,Madhya Pradesh,CHHINDWARA,Chhindwara,Chhindwara Block,Krishnapatti Gram Panchayat,Krishnapatti,"Construction of boundary wall at Government School, Krishnapatti, Chhindwara district",SCHOOL_INFRASTRUCTURE,2420500,2459200,2024-12-31,2025-03-08,2025-08-15,,ONGOING,54,25.22549,81.09181,SYN_AGENCY_036,NORMAL,NORMAL
PRJ000878,MP00097,Madhya Pradesh,CHHINDWARA,Chhindwara,Chhindwara Block,Adityaabad Gram Panchayat,Adityaabad,"Construction of irrigation channel near Adityaabad, Chhindwara district",IRRIGATION,2219800,2099200,2025-02-13,2025-04-21,2026-03-24,2025-06-30,COMPLETED,34,25.338,81.20404,SYN_AGENCY_060,ANOMALOUS,FINANCIAL_PHYSICAL_MISMATCH
PRJ000879,MP00097,Madhya Pradesh,CHHINDWARA,Chhindwara,Chhindwara Block,Shyampur Gram Panchayat,Shyampur,"Construction of Community Centre at Shyampur, Chhindwara district",COMMUNITY_HALL,2640700,2530300,2024-11-16,2024-12-14,2025-09-17,,ONGOING,66,25.24651,81.11737,SYN_AGENCY_023,NORMAL,NORMAL
PRJ000880,MP00097,Madhya Pradesh,CHHINDWARA,Chhindwara,Chhindwara Block,Amarwadi Gram Panchayat,Amarwadi,"Construction of pucca drain in Amarwadi, Chhindwara district",DRAINAGE,937000,1303200,2024-07-01,2024-09-10,2025-02-01,,DELAYED,52,25.32321,81.08362,SYN_AGENCY_042,ANOMALOUS,MULTIPLE_SIGNALS
PRJ000881,MP00097,Madhya Pradesh,CHHINDWARA,Chhindwara,Chhindwara Block,Krishnagaon Gram Panchayat,Krishnagaon,"Upgradation of Primary Health Sub-Centre at Krishnagaon, Chhindwara district",HEALTH_INFRASTRUCTURE,1876600,1774200,2024-08-27,2024-10-09,2025-04-27,2025-04-30,COMPLETED,100,25.30678,81.1176,SYN_AGENCY_049,NORMAL,NORMAL
PRJ000882,MP00097,Madhya Pradesh,CHHINDWARA,Chhindwara,Chhindwara Block,Narmadanagar Gram Panchayat,Narmadanagar,"Upgradation of Primary Health Sub-Centre at Narmadanagar, Chhindwara district",HEALTH_INFRASTRUCTURE,3295200,3217400,2025-02-25,2025-04-06,2025-10-18,,ONGOING,41,25.22196,81.09209,SYN_AGENCY_021,NORMAL,NORMAL
PRJ000883,MP00097,Madhya Pradesh,CHHINDWARA,Chhindwara,Chhindwara Block,Amargarh Gram Panchayat,Amargarh,"Upgradation of Primary Health Sub-Centre at Amargarh, Chhindwara district",HEALTH_INFRASTRUCTURE,3951200,4019200,2025-03-17,2025-05-11,2026-01-10,,ONGOING,20,25.22515,81.18472,SYN_AGENCY_058,NORMAL,NORMAL
PRJ000884,MP00098,Gujarat,NAVSARI,Navsari,Navsari Municipal Corporation,Ward No. 38,Anand Layout,"Construction of boundary wall at Government School, Anand Layout, Navsari district",SCHOOL_INFRASTRUCTURE,1176900,1113500,2025-01-01,2025-01-21,2025-08-27,,ONGOING,76,24.51839,73.56554,SYN_AGENCY_064,NORMAL,NORMAL
PRJ000885,MP00098,Gujarat,NAVSARI,Navsari,Navsari Municipal Corporation,Ward No. 10,Laxmi Colony,"Installation of electric transformer/supply lines in Laxmi Colony, Navsari district",ELECTRIFICATION,1487500,1463700,2024-08-04,2024-09-13,2025-01-22,2025-02-14,COMPLETED,100,24.50136,73.53052,SYN_AGENCY_046,NORMAL,NORMAL
PRJ000886,MP00098,Gujarat,NAVSARI,Navsari,Navsari Municipal Corporation,Ward No. 30,Ganesh Puram,"Upgradation of Primary Health Sub-Centre at Ganesh Puram, Navsari district",HEALTH_INFRASTRUCTURE,2652700,2639500,2024-07-01,2024-09-21,2025-05-28,,DELAYED,41,24.48018,73.64126,SYN_AGENCY_021,ANOMALOUS,PROJECT_DELAY
PRJ000887,MP00098,Gujarat,NAVSARI,Navsari,Navsari Block,Godavariabad Gram Panchayat,Godavariabad,"Black-topping/upgradation of village road in Godavariabad, Navsari district",ROAD,3155300,2996400,2025-01-29,2025-04-18,2025-11-29,2025-06-30,COMPLETED,34,24.43646,73.5082,SYN_AGENCY_042,ANOMALOUS,FINANCIAL_PHYSICAL_MISMATCH
PRJ000888,MP00098,Gujarat,NAVSARI,Navsari,Navsari Block,Deeppura Gram Panchayat,Deeppura,"Development of playground/sports ground at Deeppura, Navsari district",SPORTS_INFRASTRUCTURE,1418300,1371700,2024-12-19,2025-01-03,2025-05-10,2025-04-28,COMPLETED,100,24.36993,73.64491,SYN_AGENCY_044,NORMAL,NORMAL
PRJ000889,MP00098,Gujarat,NAVSARI,Navsari,Navsari Block,Laxmiwadi Gram Panchayat,Laxmiwadi,"Construction of additional classrooms at Government School, Laxmiwadi, Navsari district",SCHOOL_INFRASTRUCTURE,2939900,2814100,2024-07-01,2024-09-02,2025-03-04,,DELAYED,39,24.49653,73.59029,SYN_AGENCY_046,ANOMALOUS,PROJECT_DELAY
PRJ000890,MP00098,Gujarat,NAVSARI,Navsari,Navsari Block,Godavaripur Gram Panchayat,Godavaripur,"Construction of concrete road at Godavaripur, Navsari district",ROAD,3077500,2956500,2025-04-04,2025-05-09,2026-01-06,,ONGOING,20,24.46422,73.53472,SYN_AGENCY_065,NORMAL,NORMAL
PRJ000891,MP00098,Gujarat,NAVSARI,Navsari,Navsari Block,Deepgaon Gram Panchayat,Deepgaon,"Construction of concrete road at Deepgaon, Navsari district",ROAD,3911500,3847700,2025-03-12,2025-05-07,2025-12-30,,ONGOING,17,24.36931,73.57412,SYN_AGENCY_026,NORMAL,NORMAL
PRJ000892,MP00098,Gujarat,NAVSARI,Navsari,Navsari Block,Balpatti Gram Panchayat,Balpatti,"Laying of water supply pipeline in Balpatti, Navsari district",WATER_SUPPLY,2114700,2007400,2024-12-04,2024-12-23,2025-06-06,2025-06-08,COMPLETED,100,24.41049,73.5026,SYN_AGENCY_069,NORMAL,NORMAL
PRJ000893,MP00098,Gujarat,NAVSARI,Navsari,Navsari Block,Suryagaon Gram Panchayat,Suryagaon,"Construction of Community Hall at Suryagaon, Navsari district",COMMUNITY_HALL,2891000,2721800,2024-07-03,2024-08-09,2025-01-20,2025-01-29,COMPLETED,100,24.46387,73.59555,SYN_AGENCY_011,NORMAL,NORMAL
PRJ000894,MP00099,Andhra Pradesh,ANAKAPALLE,Anakapalle,Anakapalle Municipality,Ward No. 29,Mohan Enclave,"Augmentation of piped water supply network in Mohan Enclave, Anakapalle district",WATER_SUPPLY,2023900,1934900,2025-02-09,2025-04-30,2025-12-20,,ONGOING,20,17.96033,82.01991,SYN_AGENCY_071,NORMAL,NORMAL
PRJ000895,MP00099,Andhra Pradesh,ANAKAPALLE,Anakapalle,Anakapalle Block,Yamunanagar Gram Panchayat,Yamunanagar,"Establishment of reading room/library at Yamunanagar, Anakapalle district",LIBRARY,822500,789800,2025-01-05,2025-03-06,2025-06-14,2025-06-22,COMPLETED,100,17.97899,81.94435,SYN_AGENCY_071,NORMAL,NORMAL
PRJ000896,MP00099,Andhra Pradesh,ANAKAPALLE,Anakapalle,Anakapalle Block,Godavariwadi Gram Panchayat,Godavariwadi,"Construction of bus shelter at Godavariwadi, Anakapalle district",BUS_SHELTER,328000,324100,2025-04-06,2025-06-05,2025-07-18,,ONGOING,59,17.98935,82.07284,SYN_AGENCY_072,NORMAL,NORMAL
PRJ000897,MP00099,Andhra Pradesh,ANAKAPALLE,Anakapalle,Anakapalle Block,Ramgarh Gram Panchayat,Ramgarh,"Construction of Panchayat Bhawan at Ramgarh, Anakapalle district",PUBLIC_BUILDING,2209400,2095900,2024-09-19,2024-10-21,2025-04-28,2025-05-16,COMPLETED,100,17.99608,82.01566,SYN_AGENCY_034,NORMAL,NORMAL
PRJ000898,MP00099,Andhra Pradesh,ANAKAPALLE,Anakapalle,Anakapalle Block,Amarhalli Gram Panchayat,Amarhalli,"Black-topping/upgradation of village road in Amarhalli, Anakapalle district",ROAD,3825500,3706700,2024-12-04,2025-02-14,2025-08-23,,ONGOING,77,17.93184,81.95042,SYN_AGENCY_003,NORMAL,NORMAL
PRJ000899,MP00099,Andhra Pradesh,ANAKAPALLE,Anakapalle,Anakapalle Block,Hanumangaon Gram Panchayat,Hanumangaon,"Provision of electrification works in Hanumangaon, Anakapalle district",ELECTRIFICATION,730100,705800,2025-02-18,2025-03-31,2025-06-10,2025-06-15,COMPLETED,100,17.97842,82.05066,SYN_AGENCY_036,NORMAL,NORMAL
PRJ000900,MP00099,Andhra Pradesh,ANAKAPALLE,Anakapalle,Anakapalle Block,Rajnagar Gram Panchayat,Rajnagar,"Construction of covered drainage system in Rajnagar, Anakapalle district",DRAINAGE,1373700,1293400,2024-12-17,2025-02-12,2025-06-30,,ONGOING,72,17.96579,82.0369,SYN_AGENCY_010,NORMAL,NORMAL
PRJ000901,MP00099,Andhra Pradesh,ANAKAPALLE,Anakapalle,Anakapalle Block,Narmadapalli Gram Panchayat,Narmadapalli,"Construction of concrete road at Narmadapalli, Anakapalle district",ROAD,2857700,2787200,2024-10-05,2025-01-03,2025-06-09,2025-06-13,COMPLETED,100,17.98115,82.02708,SYN_AGENCY_006,NORMAL,NORMAL
PRJ000902,MP00100,Karnataka,DAKSHINA KANNADA,Dakshina Kannada,Dakshina Kannada Block,Deeppatti Gram Panchayat,Deeppatti,"Construction of concrete road at Deeppatti, Dakshina Kannada district",ROAD,2772800,2729700,2024-08-22,2024-09-17,2025-03-09,,ONGOING,79,17.13315,77.6203,SYN_AGENCY_050,NORMAL,NORMAL
PRJ000903,MP00100,Karnataka,DAKSHINA KANNADA,Dakshina Kannada,Dakshina Kannada Block,Shyamoli Gram Panchayat,Shyamoli,"Provision of hand pumps/bore-well for drinking water in Shyamoli, Dakshina Kannada district",DRINKING_WATER,1137900,1120800,2025-01-23,2025-04-11,2025-10-04,,ONGOING,41,17.11046,77.68658,SYN_AGENCY_002,NORMAL,NORMAL
PRJ000904,MP00100,Karnataka,DAKSHINA KANNADA,Dakshina Kannada,Dakshina Kannada Municipality,Ward No. 31,Nand Puram,"Construction of Panchayat Bhawan at Nand Puram, Dakshina Kannada district",PUBLIC_BUILDING,2013400,1917900,2024-07-01,2024-09-23,2025-05-03,,DELAYED,7,17.06608,77.73148,SYN_AGENCY_024,ANOMALOUS,LOW_UTILIZATION
PRJ000905,MP00100,Karnataka,DAKSHINA KANNADA,Dakshina Kannada,Dakshina Kannada Block,Laxmioli Gram Panchayat,Laxmioli,"Construction of Community Hall at Laxmioli, Dakshina Kannada district",COMMUNITY_HALL,1905300,1824600,2025-02-01,2025-02-24,2025-10-05,,ONGOING,49,17.02109,77.62109,SYN_AGENCY_028,NORMAL,NORMAL
PRJ000906,MP00100,Karnataka,DAKSHINA KANNADA,Dakshina Kannada,Dakshina Kannada Block,Vijaykheda Gram Panchayat,Vijaykheda,"Construction of public community building at Vijaykheda, Dakshina Kannada district",PUBLIC_BUILDING,2145100,2079800,2024-11-06,2024-12-29,2025-08-15,,ONGOING,86,17.12701,77.59937,SYN_AGENCY_067,NORMAL,NORMAL
PRJ000907,MP00100,Karnataka,DAKSHINA KANNADA,Dakshina Kannada,Dakshina Kannada Block,Bharatpatti Gram Panchayat,Bharatpatti,"Construction of public community building at Bharatpatti, Dakshina Kannada district",PUBLIC_BUILDING,1808700,1771500,2024-07-17,2024-10-02,2025-03-06,2025-04-02,COMPLETED,100,17.01841,77.65339,SYN_AGENCY_041,NORMAL,NORMAL
PRJ000908,MP00100,Karnataka,DAKSHINA KANNADA,Dakshina Kannada,Dakshina Kannada Block,Deeppura Gram Panchayat,Deeppura,"Construction of additional classrooms at Government School, Deeppura, Dakshina Kannada district",SCHOOL_INFRASTRUCTURE,1153300,1172300,2024-07-06,2024-08-08,2025-03-08,2025-02-23,COMPLETED,100,16.99987,77.62363,SYN_AGENCY_068,NORMAL,NORMAL
PRJ000909,MP00100,Karnataka,DAKSHINA KANNADA,Dakshina Kannada,Dakshina Kannada Block,Shivnagar Gram Panchayat,Shivnagar,"Construction of covered drainage system in Shivnagar, Dakshina Kannada district",DRAINAGE,1336900,1270800,2025-03-07,2025-05-03,2025-08-30,,ONGOING,47,17.06385,77.63683,SYN_AGENCY_065,NORMAL,NORMAL
PRJ000910,MP00100,Karnataka,DAKSHINA KANNADA,Dakshina Kannada,Dakshina Kannada Block,Vijaypatti Gram Panchayat,Vijaypatti,"Construction of boundary wall at Government School, Vijaypatti, Dakshina Kannada district",SCHOOL_INFRASTRUCTURE,1238000,1200300,2024-10-07,2024-11-06,2025-06-14,2025-06-23,COMPLETED,100,17.08068,77.66288,SYN_AGENCY_021,ANOMALOUS,POSSIBLE_DUPLICATE
PRJ000911,MP00101,Goa,SOUTH GOA,South Goa,South Goa Block,Nandkheda Gram Panchayat,Nandkheda,"Provision of hand pumps/bore-well for drinking water in Nandkheda, South Goa district",DRINKING_WATER,1583900,1509700,2024-10-30,2024-11-17,2025-03-15,,ONGOING,95,16.92768,76.03865,SYN_AGENCY_017,NORMAL,NORMAL
PRJ000912,MP00101,Goa,SOUTH GOA,South Goa,South Goa Block,Krishnagarh Gram Panchayat,Krishnagarh,"Development of playground/sports ground at Krishnagarh, South Goa district",SPORTS_INFRASTRUCTURE,2437400,2433200,2024-08-16,2024-10-14,2025-03-13,,ONGOING,79,16.9967,75.9673,SYN_AGENCY_002,NORMAL,NORMAL
PRJ000913,MP00101,Goa,SOUTH GOA,South Goa,South Goa Block,Kishanpalli Gram Panchayat,Kishanpalli,"Construction of sports infrastructure facility at Kishanpalli, South Goa district",SPORTS_INFRASTRUCTURE,1962700,1974000,2024-07-23,2024-09-12,2025-03-23,2025-03-21,COMPLETED,100,16.89911,76.02518,SYN_AGENCY_059,NORMAL,NORMAL
PRJ000914,MP00101,Goa,SOUTH GOA,South Goa,South Goa Municipal Corporation,Ward No. 39,Ganesh Vihar,"Black-topping/upgradation of village road in Ganesh Vihar, South Goa district",ROAD,3751600,3578100,2025-03-26,2025-06-14,2026-01-26,2025-06-30,COMPLETED,41,16.95649,75.98607,SYN_AGENCY_012,ANOMALOUS,FINANCIAL_PHYSICAL_MISMATCH
PRJ000915,MP00101,Goa,SOUTH GOA,South Goa,South Goa Block,Jaigarh Gram Panchayat,Jaigarh,"Construction of public community building at Jaigarh, South Goa district",PUBLIC_BUILDING,1588400,1560400,2025-02-24,2025-05-25,2026-03-08,,ONGOING,10,17.00047,76.0228,SYN_AGENCY_057,NORMAL,NORMAL
PRJ000916,MP00101,Goa,SOUTH GOA,South Goa,South Goa Municipality,Ward No. 24,Raj Enclave,"Black-topping/upgradation of village road in Raj Enclave, South Goa district",ROAD,2122100,2112200,2024-07-01,2024-08-06,2025-01-30,,DELAYED,41,17.01579,75.89261,SYN_AGENCY_027,ANOMALOUS,PROJECT_DELAY
PRJ000917,MP00101,Goa,SOUTH GOA,South Goa,South Goa Block,Amargarh Gram Panchayat,Amargarh,"Construction of concrete road at Amargarh, South Goa district",ROAD,3072000,2988600,2025-03-01,2025-05-27,2026-01-12,,ONGOING,12,16.90505,76.03399,SYN_AGENCY_007,NORMAL,NORMAL
PRJ000918,MP00101,Goa,SOUTH GOA,South Goa,South Goa Block,Gangaabad Gram Panchayat,Gangaabad,"Construction of Community Hall at Gangaabad, South Goa district",COMMUNITY_HALL,2339800,2340600,2024-07-14,2024-09-12,2025-06-20,2025-06-30,COMPLETED,100,16.90758,75.98782,SYN_AGENCY_015,NORMAL,NORMAL
PRJ000919,MP00101,Goa,SOUTH GOA,South Goa,South Goa Block,Balgaon Gram Panchayat,Balgaon,"Provision of hand pumps/bore-well for drinking water in Balgaon, South Goa district",DRINKING_WATER,930100,936800,2024-08-21,2024-11-03,2025-03-23,2025-03-20,COMPLETED,100,16.99343,75.98738,SYN_AGENCY_005,NORMAL,NORMAL
PRJ000920,MP00101,Goa,SOUTH GOA,South Goa,South Goa Nagar Panchayat,Ward No. 7,Shiv Ganj,"Construction of passenger waiting shed at Shiv Ganj, South Goa district",BUS_SHELTER,593100,573800,2024-09-25,2024-11-17,2025-01-23,2025-02-11,COMPLETED,100,16.98691,76.02821,SYN_AGENCY_060,NORMAL,NORMAL
PRJ000921,MP00102,Telangana,BHONGIR,Bhongir,Bhongir Block,Vijaygaon Gram Panchayat,Vijaygaon,"Construction of village library at Vijaygaon, Bhongir district",LIBRARY,1147200,1154400,2025-03-06,2025-03-24,2025-08-13,,ONGOING,73,19.72795,80.75809,SYN_AGENCY_039,NORMAL,NORMAL
PRJ000922,MP00102,Telangana,BHONGIR,Bhongir,Bhongir Block,Adityanagar Gram Panchayat,Adityanagar,"Construction of public community building at Adityanagar, Bhongir district",PUBLIC_BUILDING,1462900,1481400,2025-04-14,2025-07-03,2026-01-05,,SANCTIONED,0,19.69767,80.74807,SYN_AGENCY_054,NORMAL,NORMAL
PRJ000923,MP00102,Telangana,BHONGIR,Bhongir,Bhongir Block,Suryapatti Gram Panchayat,Suryapatti,"Construction of irrigation channel near Suryapatti, Bhongir district",IRRIGATION,1642000,1581500,2025-05-13,2025-06-12,2025-11-10,,ONGOING,11,19.6208,80.74506,SYN_AGENCY_080,NORMAL,NORMAL
PRJ000924,MP00102,Telangana,BHONGIR,Bhongir,Bhongir Municipality,Ward No. 9,Jai Layout,"Construction of additional classrooms at Government School, Jai Layout, Bhongir district",SCHOOL_INFRASTRUCTURE,1012400,1012100,2024-10-16,2024-12-24,2025-09-12,,ONGOING,60,19.59814,80.76553,SYN_AGENCY_041,NORMAL,NORMAL
PRJ000925,MP00102,Telangana,BHONGIR,Bhongir,Bhongir Block,Balhalli Gram Panchayat,Balhalli,"Construction of covered drainage system in Balhalli, Bhongir district",DRAINAGE,1017300,1327900,2024-07-14,2024-09-18,2025-03-16,,ONGOING,76,19.68897,80.68879,SYN_AGENCY_044,ANOMALOUS,COST_OVERRUN
PRJ000926,MP00102,Telangana,BHONGIR,Bhongir,Bhongir Block,Chandraabad Gram Panchayat,Chandraabad,"Installation of drinking water supply scheme in Chandraabad, Bhongir district",DRINKING_WATER,984500,977900,2024-08-21,2024-11-13,2025-03-31,2025-03-22,COMPLETED,100,19.63733,80.78202,SYN_AGENCY_043,NORMAL,NORMAL
PRJ000927,MP00102,Telangana,BHONGIR,Bhongir,Bhongir Block,Chandrapur Gram Panchayat,Chandrapur,"Installation of solar street lights in Chandrapur, Bhongir district",STREET_LIGHTING,518000,523900,2025-01-15,2025-03-08,2025-05-20,2025-05-26,COMPLETED,100,19.72479,80.80926,SYN_AGENCY_041,NORMAL,NORMAL
PRJ000928,MP00102,Telangana,BHONGIR,Bhongir,Bhongir Nagar Panchayat,Ward No. 1,Narmada Extension,"Construction of covered drainage system in Narmada Extension, Bhongir district",DRAINAGE,1986600,2004400,2025-01-24,2025-04-18,2025-09-29,,ONGOING,39,19.67704,80.78245,SYN_AGENCY_073,NORMAL,NORMAL
PRJ000929,MP00102,Telangana,BHONGIR,Bhongir,Bhongir Block,Laxmioli Gram Panchayat,Laxmioli,"Construction of irrigation channel near Laxmioli, Bhongir district",IRRIGATION,3053300,2930700,2025-01-04,2025-01-27,2025-12-07,,ONGOING,48,19.69181,80.7166,SYN_AGENCY_004,NORMAL,NORMAL
PRJ000930,MP00102,Telangana,BHONGIR,Bhongir,Bhongir Municipal Corporation,Ward No. 43,Sagar Layout,"Construction of passenger waiting shed at Sagar Layout, Bhongir district",BUS_SHELTER,333900,457500,2024-07-01,2024-09-19,2024-10-25,,DELAYED,50,19.63759,80.78829,SYN_AGENCY_069,ANOMALOUS,MULTIPLE_SIGNALS
PRJ000931,MP00103,Uttar Pradesh,BIJNOR,Bijnor,Bijnor Block,Hanumanhalli Gram Panchayat,Hanumanhalli,"Construction of additional classrooms at Government School, Hanumanhalli, Bijnor district",SCHOOL_INFRASTRUCTURE,1555000,1504100,2024-08-22,2024-10-25,2025-04-11,2025-04-02,COMPLETED,100,28.31366,82.62619,SYN_AGENCY_042,NORMAL,NORMAL
PRJ000932,MP00103,Uttar Pradesh,BIJNOR,Bijnor,Bijnor Block,Kishangarh Gram Panchayat,Kishangarh,"Construction of concrete road at Kishangarh, Bijnor district",ROAD,3094600,3068400,2025-01-04,2025-03-13,2025-11-08,,ONGOING,36,28.22231,82.64927,SYN_AGENCY_050,NORMAL,NORMAL
PRJ000933,MP00103,Uttar Pradesh,BIJNOR,Bijnor,Bijnor Block,Shivpatti Gram Panchayat,Shivpatti,"Upgradation of Primary Health Sub-Centre at Shivpatti, Bijnor district",HEALTH_INFRASTRUCTURE,1954400,1910400,2024-08-24,2024-10-05,2025-03-24,2025-04-03,COMPLETED,100,28.2313,82.52637,SYN_AGENCY_037,NORMAL,NORMAL
PRJ000934,MP00103,Uttar Pradesh,BIJNOR,Bijnor,Bijnor Nagar Panchayat,Ward No. 30,Godavari Layout,"Provision of LED street lighting in Godavari Layout, Bijnor district",STREET_LIGHTING,1069200,1069200,2024-10-25,2024-11-23,2025-03-18,2025-04-11,COMPLETED,100,28.36036,82.52397,SYN_AGENCY_048,NORMAL,NORMAL
PRJ000935,MP00103,Uttar Pradesh,BIJNOR,Bijnor,Bijnor Block,Mohanwadi Gram Panchayat,Mohanwadi,"Black-topping/upgradation of village road in Mohanwadi, Bijnor district",ROAD,1844500,1875600,2025-01-22,2025-03-14,2025-11-03,,ONGOING,49,28.32233,82.60214,SYN_AGENCY_028,NORMAL,NORMAL
